GenBank Accessions,Genome Name,Total_length,Classification,Broader_Classifications,Clade,CAZyme_freq,Trait,YAS,Trait_Freq,log_Trait_Freq
QFOB01000000,Sphingomonas sp. strain S2_012_000_R2_83,4568834,Clinical,Clinical,12_clade,19,Chaperones and Folding Catalysts,Stress (S),35,3.555348061
QFOB01000000,Sphingomonas sp. strain S2_012_000_R2_83,4568834,Clinical,Clinical,12_clade,19,Prokaryotic Defense System,Stress (S),26,3.258096538
QFOB01000000,Sphingomonas sp. strain S2_012_000_R2_83,4568834,Clinical,Clinical,12_clade,19,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),27,3.295836866
QFQI01000000,Sphingomonas taxi strain S2_005_001_R1_22,3311316,Clinical,Clinical,4_clade,25,Chaperones and Folding Catalysts,Stress (S),30,3.401197382
QFQI01000000,Sphingomonas taxi strain S2_005_001_R1_22,3311316,Clinical,Clinical,4_clade,25,Prokaryotic Defense System,Stress (S),26,3.258096538
QFQI01000000,Sphingomonas taxi strain S2_005_001_R1_22,3311316,Clinical,Clinical,4_clade,25,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),30,3.401197382
QLJC01000000,Sphingomonas koreensis strain SK-NIH.Env8_1116,5019965,Clinical,Clinical,7_clade,28,Chaperones and Folding Catalysts,Stress (S),50,3.912023005
QLJC01000000,Sphingomonas koreensis strain SK-NIH.Env8_1116,5019965,Clinical,Clinical,7_clade,28,Prokaryotic Defense System,Stress (S),27,3.295836866
QLJC01000000,Sphingomonas koreensis strain SK-NIH.Env8_1116,5019965,Clinical,Clinical,7_clade,28,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
QLJD01000000,Sphingomonas koreensis strain SK-NIH.Env4_1116,4882389,Clinical,Clinical,7_clade,29,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QLJD01000000,Sphingomonas koreensis strain SK-NIH.Env4_1116,4882389,Clinical,Clinical,7_clade,29,Prokaryotic Defense System,Stress (S),24,3.17805383
QLJD01000000,Sphingomonas koreensis strain SK-NIH.Env4_1116,4882389,Clinical,Clinical,7_clade,29,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QLJE01000000,Sphingomonas koreensis strain SK-NIH.Env3_1116,4785774,Clinical,Clinical,7_clade,32,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QLJE01000000,Sphingomonas koreensis strain SK-NIH.Env3_1116,4785774,Clinical,Clinical,7_clade,32,Prokaryotic Defense System,Stress (S),21,3.044522438
QLJE01000000,Sphingomonas koreensis strain SK-NIH.Env3_1116,4785774,Clinical,Clinical,7_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QLJF01000000,Sphingomonas koreensis strain SK-NIH.Env2_1116,4916777,Clinical,Clinical,7_clade,32,Chaperones and Folding Catalysts,Stress (S),50,3.912023005
QLJF01000000,Sphingomonas koreensis strain SK-NIH.Env2_1116,4916777,Clinical,Clinical,7_clade,32,Prokaryotic Defense System,Stress (S),24,3.17805383
QLJF01000000,Sphingomonas koreensis strain SK-NIH.Env2_1116,4916777,Clinical,Clinical,7_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
QLJG01000000,Sphingomonas koreensis strain SK-NIH.Pt6_1016,5047632,Clinical,Clinical,7_clade,33,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QLJG01000000,Sphingomonas koreensis strain SK-NIH.Pt6_1016,5047632,Clinical,Clinical,7_clade,33,Prokaryotic Defense System,Stress (S),27,3.295836866
QLJG01000000,Sphingomonas koreensis strain SK-NIH.Pt6_1016,5047632,Clinical,Clinical,7_clade,33,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
QLJH01000000,Sphingomonas sp. S-NIH.Pt15_0812,4204415,Clinical,Clinical,3_clade,28,Chaperones and Folding Catalysts,Stress (S),29,3.36729583
QLJH01000000,Sphingomonas sp. S-NIH.Pt15_0812,4204415,Clinical,Clinical,3_clade,28,Prokaryotic Defense System,Stress (S),24,3.17805383
QLJH01000000,Sphingomonas sp. S-NIH.Pt15_0812,4204415,Clinical,Clinical,3_clade,28,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QLJI01000000,Sphingomonas koreensis strain SK-NIH.Pt4_0816,4904325,Animal,Animal,7_clade,33,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QLJI01000000,Sphingomonas koreensis strain SK-NIH.Pt4_0816,4904325,Animal,Animal,7_clade,33,Prokaryotic Defense System,Stress (S),23,3.135494216
QLJI01000000,Sphingomonas koreensis strain SK-NIH.Pt4_0816,4904325,Animal,Animal,7_clade,33,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QLJJ01000000,Sphingomonas koreensis strain SK-NIH.Pt2_0716,4786800,Clinical,Clinical,7_clade,32,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QLJJ01000000,Sphingomonas koreensis strain SK-NIH.Pt2_0716,4786800,Clinical,Clinical,7_clade,32,Prokaryotic Defense System,Stress (S),21,3.044522438
QLJJ01000000,Sphingomonas koreensis strain SK-NIH.Pt2_0716,4786800,Clinical,Clinical,7_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QLJK01000000,Sphingomonas sp. S-NIH.Pt3_0716,5460032,Clinical,Clinical,10_clade,30,Chaperones and Folding Catalysts,Stress (S),40,3.688879454
QLJK01000000,Sphingomonas sp. S-NIH.Pt3_0716,5460032,Clinical,Clinical,10_clade,30,Proteasome,Stress (S),1,0
QLJK01000000,Sphingomonas sp. S-NIH.Pt3_0716,5460032,Clinical,Clinical,10_clade,30,Prokaryotic Defense System,Stress (S),32,3.465735903
QLJK01000000,Sphingomonas sp. S-NIH.Pt3_0716,5460032,Clinical,Clinical,10_clade,30,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
QLJL01000000,Sphingomonas sp. S-NIH.Pt1_0416,4568209,Clinical,Clinical,3_clade,38,Chaperones and Folding Catalysts,Stress (S),38,3.63758616
QLJL01000000,Sphingomonas sp. S-NIH.Pt1_0416,4568209,Clinical,Clinical,3_clade,38,Prokaryotic Defense System,Stress (S),35,3.555348061
QLJL01000000,Sphingomonas sp. S-NIH.Pt1_0416,4568209,Clinical,Clinical,3_clade,38,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
QOBC01000000,Sphingomonas paucimobilis strain AIMST S2,4229034,Contaminated site,Contaminated site,3_clade,37,Chaperones and Folding Catalysts,Stress (S),28,3.33220451
QOBC01000000,Sphingomonas paucimobilis strain AIMST S2,4229034,Contaminated site,Contaminated site,3_clade,37,Prokaryotic Defense System,Stress (S),23,3.135494216
QOBC01000000,Sphingomonas paucimobilis strain AIMST S2,4229034,Contaminated site,Contaminated site,3_clade,37,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQNB01000000,Sphingomonas sp. WZY 27,3642396,Soil,Environment,5_clade,25,Chaperones and Folding Catalysts,Stress (S),29,3.36729583
QQNB01000000,Sphingomonas sp. WZY 27,3642396,Soil,Environment,5_clade,25,Prokaryotic Defense System,Stress (S),34,3.526360525
QQNB01000000,Sphingomonas sp. WZY 27,3642396,Soil,Environment,5_clade,25,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQWO01000000,Sphingomonas koreensis strain SK-NIH.Env10_0317,4787690,Clinical,Clinical,7_clade,32,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QQWO01000000,Sphingomonas koreensis strain SK-NIH.Env10_0317,4787690,Clinical,Clinical,7_clade,32,Prokaryotic Defense System,Stress (S),21,3.044522438
QQWO01000000,Sphingomonas koreensis strain SK-NIH.Env10_0317,4787690,Clinical,Clinical,7_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQWP01000000,Sphingomonas koreensis strain SK-NY1_0417,4823432,Clinical,Clinical,7_clade,31,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QQWP01000000,Sphingomonas koreensis strain SK-NY1_0417,4823432,Clinical,Clinical,7_clade,31,Prokaryotic Defense System,Stress (S),23,3.135494216
QQWP01000000,Sphingomonas koreensis strain SK-NY1_0417,4823432,Clinical,Clinical,7_clade,31,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
QQWQ01000000,Sphingomonas koreensis strain SK-NIH.Env9_0217,4965399,Clinical,Clinical,7_clade,33,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QQWQ01000000,Sphingomonas koreensis strain SK-NIH.Env9_0217,4965399,Clinical,Clinical,7_clade,33,Prokaryotic Defense System,Stress (S),24,3.17805383
QQWQ01000000,Sphingomonas koreensis strain SK-NIH.Env9_0217,4965399,Clinical,Clinical,7_clade,33,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQWR01000000,Sphingomonas koreensis strain SK-NIH.Pt10_0210,4764269,Clinical,Clinical,7_clade,28,Chaperones and Folding Catalysts,Stress (S),48,3.871201011
QQWR01000000,Sphingomonas koreensis strain SK-NIH.Pt10_0210,4764269,Clinical,Clinical,7_clade,28,Prokaryotic Defense System,Stress (S),21,3.044522438
QQWR01000000,Sphingomonas koreensis strain SK-NIH.Pt10_0210,4764269,Clinical,Clinical,7_clade,28,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQWS01000000,Sphingomonas koreensis strain SK-NIH.Pt9_0208,4744211,Clinical,Clinical,7_clade,27,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QQWS01000000,Sphingomonas koreensis strain SK-NIH.Pt9_0208,4744211,Clinical,Clinical,7_clade,27,Prokaryotic Defense System,Stress (S),21,3.044522438
QQWS01000000,Sphingomonas koreensis strain SK-NIH.Pt9_0208,4744211,Clinical,Clinical,7_clade,27,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQWV01000000,Sphingomonas sp. ABOLH strain S-NIH.Pt17_1112,4105473,Clinical,Clinical,9_clade,19,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
QQWV01000000,Sphingomonas sp. ABOLH strain S-NIH.Pt17_1112,4105473,Clinical,Clinical,9_clade,19,Prokaryotic Defense System,Stress (S),39,3.663561646
QQWV01000000,Sphingomonas sp. ABOLH strain S-NIH.Pt17_1112,4105473,Clinical,Clinical,9_clade,19,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
QQWW01000000,Sphingomonas sp. ABOLG strain S-NIH.Pt13_0512,3860080,Clinical,Clinical,4_clade,22,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
QQWW01000000,Sphingomonas sp. ABOLG strain S-NIH.Pt13_0512,3860080,Clinical,Clinical,4_clade,22,Prokaryotic Defense System,Stress (S),21,3.044522438
QQWW01000000,Sphingomonas sp. ABOLG strain S-NIH.Pt13_0512,3860080,Clinical,Clinical,4_clade,22,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),36,3.583518938
QQWX01000000,Sphingomonas sp. ABOLF strain S-NIH.Pt19_1214,4047358,Clinical,Clinical,9_clade,29,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
QQWX01000000,Sphingomonas sp. ABOLF strain S-NIH.Pt19_1214,4047358,Clinical,Clinical,9_clade,29,Prokaryotic Defense System,Stress (S),28,3.33220451
QQWX01000000,Sphingomonas sp. ABOLF strain S-NIH.Pt19_1214,4047358,Clinical,Clinical,9_clade,29,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),34,3.526360525
QQWY01000000,Sphingomonas sp. ABOLE strain S-NIH.Pt18_1212,5094757,Clinical,Clinical,6_clade,33,Chaperones and Folding Catalysts,Stress (S),36,3.583518938
QQWY01000000,Sphingomonas sp. ABOLE strain S-NIH.Pt18_1212,5094757,Clinical,Clinical,6_clade,33,Prokaryotic Defense System,Stress (S),31,3.433987204
QQWY01000000,Sphingomonas sp. ABOLE strain S-NIH.Pt18_1212,5094757,Clinical,Clinical,6_clade,33,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
QQWZ01000000,Sphingomonas sp. ABOLD strain S-NIH.Pt20_1215,4944567,Clinical,Clinical,6_clade,35,Chaperones and Folding Catalysts,Stress (S),45,3.80666249
QQWZ01000000,Sphingomonas sp. ABOLD strain S-NIH.Pt20_1215,4944567,Clinical,Clinical,6_clade,35,Prokaryotic Defense System,Stress (S),38,3.63758616
QQWZ01000000,Sphingomonas sp. ABOLD strain S-NIH.Pt20_1215,4944567,Clinical,Clinical,6_clade,35,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),34,3.526360525
QQXA01000000,Sphingomonas koreensis strain SK-NIH.Pt14_0612,4789666,Clinical,Clinical,7_clade,32,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QQXA01000000,Sphingomonas koreensis strain SK-NIH.Pt14_0612,4789666,Clinical,Clinical,7_clade,32,Prokaryotic Defense System,Stress (S),21,3.044522438
QQXA01000000,Sphingomonas koreensis strain SK-NIH.Pt14_0612,4789666,Clinical,Clinical,7_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQXB01000000,Sphingomonas koreensis strain SK-NIH.Pt16_1112,5060159,Clinical,Clinical,7_clade,32,Chaperones and Folding Catalysts,Stress (S),53,3.970291914
QQXB01000000,Sphingomonas koreensis strain SK-NIH.Pt16_1112,5060159,Clinical,Clinical,7_clade,32,Prokaryotic Defense System,Stress (S),21,3.044522438
QQXB01000000,Sphingomonas koreensis strain SK-NIH.Pt16_1112,5060159,Clinical,Clinical,7_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),35,3.555348061
QQXC01000000,Sphingomonas koreensis strain SK-NIH.Pt11_0411,4787864,Clinical,Clinical,7_clade,32,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QQXC01000000,Sphingomonas koreensis strain SK-NIH.Pt11_0411,4787864,Clinical,Clinical,7_clade,32,Prokaryotic Defense System,Stress (S),22,3.091042453
QQXC01000000,Sphingomonas koreensis strain SK-NIH.Pt11_0411,4787864,Clinical,Clinical,7_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQXD01000000,Sphingomonas koreensis strain SK-NIH.Pt12_0112,5002229,Clinical,Clinical,7_clade,32,Chaperones and Folding Catalysts,Stress (S),51,3.931825633
QQXD01000000,Sphingomonas koreensis strain SK-NIH.Pt12_0112,5002229,Clinical,Clinical,7_clade,32,Prokaryotic Defense System,Stress (S),24,3.17805383
QQXD01000000,Sphingomonas koreensis strain SK-NIH.Pt12_0112,5002229,Clinical,Clinical,7_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQXE01000000,Sphingomonas koreensis strain SK-NIH.Env5_1116,4793818,Clinical,Clinical,7_clade,32,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QQXE01000000,Sphingomonas koreensis strain SK-NIH.Env5_1116,4793818,Clinical,Clinical,7_clade,32,Prokaryotic Defense System,Stress (S),21,3.044522438
QQXE01000000,Sphingomonas koreensis strain SK-NIH.Env5_1116,4793818,Clinical,Clinical,7_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQXF01000000,Sphingomonas koreensis strain SK-NIH.Env7_1116,4912538,Clinical,Clinical,7_clade,31,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QQXF01000000,Sphingomonas koreensis strain SK-NIH.Env7_1116,4912538,Clinical,Clinical,7_clade,31,Prokaryotic Defense System,Stress (S),24,3.17805383
QQXF01000000,Sphingomonas koreensis strain SK-NIH.Env7_1116,4912538,Clinical,Clinical,7_clade,31,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
QQXG01000000,Sphingomonas koreensis strain SK-NIH.Env1_1016,5133809,Clinical,Clinical,7_clade,34,Chaperones and Folding Catalysts,Stress (S),49,3.891820298
QQXG01000000,Sphingomonas koreensis strain SK-NIH.Env1_1016,5133809,Clinical,Clinical,7_clade,34,Prokaryotic Defense System,Stress (S),26,3.258096538
QQXG01000000,Sphingomonas koreensis strain SK-NIH.Env1_1016,5133809,Clinical,Clinical,7_clade,34,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),34,3.526360525
QTJP01000000,Sphingomonas crusticola strain MIMD3,3367145,Environment,Environment,12_clade,23,Chaperones and Folding Catalysts,Stress (S),29,3.36729583
QTJP01000000,Sphingomonas crusticola strain MIMD3,3367145,Environment,Environment,12_clade,23,Proteasome,Stress (S),1,0
QTJP01000000,Sphingomonas crusticola strain MIMD3,3367145,Environment,Environment,12_clade,23,Prokaryotic Defense System,Stress (S),16,2.772588722
QTJP01000000,Sphingomonas crusticola strain MIMD3,3367145,Environment,Environment,12_clade,23,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),29,3.36729583
QWLV01000000,Sphingomonas sp. ZDH117,3541169,Soil,Environment,NA,26,Chaperones and Folding Catalysts,Stress (S),28,3.33220451
QWLV01000000,Sphingomonas sp. ZDH117,3541169,Soil,Environment,NA,26,Prokaryotic Defense System,Stress (S),42,3.737669618
QWLV01000000,Sphingomonas sp. ZDH117,3541169,Soil,Environment,NA,26,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
QYUM01000000,Sphingomonas sp. K2R01-6,4244097,Environment,Environment,11_clade,19,Chaperones and Folding Catalysts,Stress (S),32,3.465735903
QYUM01000000,Sphingomonas sp. K2R01-6,4244097,Environment,Environment,11_clade,19,Prokaryotic Defense System,Stress (S),21,3.044522438
QYUM01000000,Sphingomonas sp. K2R01-6,4244097,Environment,Environment,11_clade,19,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
RAPZ01000000,Sphingomonas sp. PP-CC-1A-547,4041245,Environment,Environment,1_clade,38,Chaperones and Folding Catalysts,Stress (S),29,3.36729583
RAPZ01000000,Sphingomonas sp. PP-CC-1A-547,4041245,Environment,Environment,1_clade,38,Proteasome,Stress (S),1,0
RAPZ01000000,Sphingomonas sp. PP-CC-1A-547,4041245,Environment,Environment,1_clade,38,Prokaryotic Defense System,Stress (S),29,3.36729583
RAPZ01000000,Sphingomonas sp. PP-CC-1A-547,4041245,Environment,Environment,1_clade,38,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),34,3.526360525
RBIU01000000,Sphingomonas elodea strain 18a,4653764,Plant,Plant,6_clade,37,Chaperones and Folding Catalysts,Stress (S),30,3.401197382
RBIU01000000,Sphingomonas elodea strain 18a,4653764,Plant,Plant,6_clade,37,Prokaryotic Defense System,Stress (S),27,3.295836866
RBIU01000000,Sphingomonas elodea strain 18a,4653764,Plant,Plant,6_clade,37,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
RCWT01000000,Sphingomonas sp. PP-F2F-G114-C0414,4105809,Environment,Environment,1_clade,30,Chaperones and Folding Catalysts,Stress (S),32,3.465735903
RCWT01000000,Sphingomonas sp. PP-F2F-G114-C0414,4105809,Environment,Environment,1_clade,30,Proteasome,Stress (S),1,0
RCWT01000000,Sphingomonas sp. PP-F2F-G114-C0414,4105809,Environment,Environment,1_clade,30,Prokaryotic Defense System,Stress (S),25,3.218875825
RCWT01000000,Sphingomonas sp. PP-F2F-G114-C0414,4105809,Environment,Environment,1_clade,30,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
RCWY01000000,Sphingomonas sp. PP-CE-3A-406,3977969,Environment,Environment,1_clade,22,Chaperones and Folding Catalysts,Stress (S),29,3.36729583
RCWY01000000,Sphingomonas sp. PP-CE-3A-406,3977969,Environment,Environment,1_clade,22,Proteasome,Stress (S),1,0
RCWY01000000,Sphingomonas sp. PP-CE-3A-406,3977969,Environment,Environment,1_clade,22,Prokaryotic Defense System,Stress (S),23,3.135494216
RCWY01000000,Sphingomonas sp. PP-CE-3A-406,3977969,Environment,Environment,1_clade,22,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
RCZC01000000,Sphingomonas glacialis strain E6.1,5126166,Water,Water,5_clade,35,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
RCZC01000000,Sphingomonas glacialis strain E6.1,5126166,Water,Water,5_clade,35,Proteasome,Stress (S),1,0
RCZC01000000,Sphingomonas glacialis strain E6.1,5126166,Water,Water,5_clade,35,Prokaryotic Defense System,Stress (S),33,3.496507561
RCZC01000000,Sphingomonas glacialis strain E6.1,5126166,Water,Water,5_clade,35,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),34,3.526360525
RCZK01000000,Sphingomonas oligophenolica strain S5.1,3089412,Water,Water,2_clade,23,Chaperones and Folding Catalysts,Stress (S),29,3.36729583
RCZK01000000,Sphingomonas oligophenolica strain S5.1,3089412,Water,Water,2_clade,23,Prokaryotic Defense System,Stress (S),29,3.36729583
